cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
BT20	drugC	0	2	72	1	502	1720.5	492.8	0.0103073218877
BT20	drugC	0	2	72	3.162	201	1720.5	492.8	-0.391759283152
BT20	drugC	0	2	72	10	81	1720.5	492.8	-0.632507971173
BT20	drugD	0	2	72	0.001	1776	1720.5	492.8	1.0355145562
BT20	drugD	0	2	72	0.003162	1594	1720.5	492.8	0.917090368905
BT20	drugD	0	2	72	0.01	1402	1720.5	492.8	0.785419172906
BT20	drugD	0	2	72	0.03162	933	1720.5	492.8	0.424575868854
BT20	drugD	0	2	72	0.1	675	1720.5	492.8	0.19055453899
BT20	drugD	0	2	72	0.3162	517	1720.5	492.8	0.0269339439957
BT20	drugD	0	2	72	1	468	1720.5	492.8	-0.0282206222343
BT20	drugD	0	2	72	3.162	467	1720.5	492.8	-0.0293723544136
BT20	drugD	0	2	72	10	446	1720.5	492.8	-0.0538181004848
BT20	drugA	0	3	72	0.001	1806	1720.0	492.8	1.05484970373
BT20	drugA	0	3	72	0.003162	1743	1720.0	492.8	1.01478651934
BT20	drugA	0	3	72	0.01	1462	1720.0	492.8	0.827640574394
BT20	drugA	0	3	72	0.03162	1412	1720.0	492.8	0.792711416522
BT20	drugA	0	3	72	0.1	1024	1720.0	492.8	0.500149076594
BT20	drugA	0	3	72	0.3162	710	1720.0	492.8	0.22445081076
BT20	drugA	0	3	72	1	549	1720.0	492.8	0.0617158250572
BT20	drugA	0	3	72	3.162	557	1720.0	492.8	0.0702674299355
BT20	drugA	0	3	72	10	522	1720.0	492.8	0.0324359042399
BT20	drugB	0	3	72	0.001	1688	1720.0	492.8	0.979280108643
BT20	drugB	0	3	72	0.003162	1665	1720.0	492.8	0.964279422215
BT20	drugB	0	3	72	0.01	1595	1720.0	492.8	0.918047441756
BT20	drugB	0	3	72	0.03162	1786	1720.0	492.8	1.04219966937
BT20	drugB	0	3	72	0.1	1568	1720.0	492.8	0.899974285451
BT20	drugB	0	3	72	0.3162	1535	1720.0	492.8	0.877695514471
BT20	drugB	0	3	72	1	1619	1720.0	492.8	0.933998376394
BT20	drugB	0	3	72	3.162	1620	1720.0	492.8	0.934660704604
BT20	drugB	0	3	72	10	1770	1720.0	492.8	1.03203414139
BT20	drugC	0	3	72	0.001	1682	1720.0	492.8	0.975375710557
BT20	drugC	0	3	72	0.003162	1587	1720.0	492.8	0.912706738337
BT20	drugC	0	3	72	0.01	1659	1720.0	492.8	0.960351046072
BT20	drugC	0	3	72	0.03162	1806	1720.0	492.8	1.05484970373
BT20	drugC	0	3	72	0.1	1417	1720.0	492.8	0.796228861668
BT20	drugC	0	3	72	0.3162	1071	1720.0	492.8	0.537948902803
BT20	drugC	0	3	72	1	545	1720.0	492.8	0.0574192107219
BT20	drugC	0	3	72	3.162	219	1720.0	492.8	-0.36220606743
BT20	drugC	0	3	72	10	88	1720.0	492.8	-0.615312079593
BT20	drugD	0	3	72	0.001	1709	1720.0	492.8	0.992897061122
BT20	drugD	0	3	72	0.003162	1568	1720.0	492.8	0.899974285451
BT20	drugD	0	3	72	0.01	1413	1720.0	492.8	0.793415348881
BT20	drugD	0	3	72	0.03162	886	1720.0	492.8	0.38443736272
BT20	drugD	0	3	72	0.1	635	1720.0	492.8	0.150946790704
BT20	drugD	0	3	72	0.3162	468	1720.0	492.8	-0.0282270908427
BT20	drugD	0	3	72	1	464	1720.0	492.8	-0.0328416696299
BT20	drugD	0	3	72	3.162	431	1720.0	492.8	-0.0716107661071
BT20	drugD	0	3	72	10	475	1720.0	492.8	-0.0201936463376
BT20	drugA	1	1	48	0.001	853	863.25	497.7	0.970156285004
BT20	drugA	1	1	48	0.003162	824	863.25	497.7	0.886224863633
BT20	drugA	1	1	48	0.01	816	863.25	497.7	0.863204389079
BT20	drugA	1	1	48	0.03162	763	863.25	497.7	0.712186978297
BT20	drugA	1	1	48	0.1	688	863.25	497.7	0.503115549744
BT20	drugA	1	1	48	0.3162	554	863.25	497.7	0.144406312343
BT20	drugA	1	1	48	1	490	863.25	497.7	-0.0194336736159
BT20	drugA	1	1	48	3.162	507	863.25	497.7	0.0235756528315
BT20	drugA	1	1	48	10	554	863.25	497.7	0.144406312343
BT20	drugB	1	1	48	0.001	787	863.25	497.7	0.780247059297
BT20	drugB	1	1	48	0.003162	846	863.25	497.7	0.949828382174
BT20	drugB	1	1	48	0.01	828	863.25	497.7	0.897756832512
BT20	drugB	1	1	48	0.03162	882	863.25	497.7	1.05482913629
BT20	drugB	1	1	48	0.1	800	863.25	497.7	0.81733877284
BT20	drugB	1	1	48	0.3162	830	863.25	497.7	0.903528227093
BT20	drugB	1	1	48	1	854	863.25	497.7	0.973063803256
BT20	drugB	1	1	48	3.162	907	863.25	497.7	1.1284041272
BT20	drugB	1	1	48	10	934	863.25	497.7	1.20845612882
BT20	drugC	1	1	48	0.001	894	863.25	497.7	1.09007874405
BT20	drugC	1	1	48	0.003162	890	863.25	497.7	1.07831519266
BT20	drugC	1	1	48	0.01	811	863.25	497.7	0.848846171905
BT20	drugC	1	1	48	0.03162	864	863.25	497.7	1.00218730043
BT20	drugC	1	1	48	0.1	734	863.25	497.7	0.630684810301
BT20	drugC	1	1	48	0.3162	595	863.25	497.7	0.252009021816
BT20	drugC	1	1	48	1	348	863.25	497.7	-0.362587767895
BT20	drugC	1	1	48	3.162	197	863.25	497.7	-0.688547664326
BT20	drugC	1	1	48	10	166	863.25	497.7	-0.748926589962
BT20	drugD	1	1	48	0.001	873	863.25	497.7	1.02847312554
BT20	drugD	1	1	48	0.003162	845	863.25	497.7	0.946927937448
BT20	drugD	1	1	48	0.01	750	863.25	497.7	0.67555056748
BT20	drugD	1	1	48	0.03162	628	863.25	497.7	0.340027111652
BT20	drugD	1	1	48	0.1	536	863.25	497.7	0.097804335834
BT20	drugD	1	1	48	0.3162	499	863.25	497.7	0.00328872287152
BT20	drugD	1	1	48	1	536	863.25	497.7	0.097804335834
BT20	drugD	1	1	48	3.162	482	863.25	497.7	-0.039540993123
BT20	drugD	1	1	48	10	482	863.25	497.7	-0.039540993123
BT20	drugA	1	2	48	0.001	849	868.75	497.7	0.943582646251
BT20	drugA	1	2	48	0.003162	806	868.75	497.7	0.821863627022
BT20	drugA	1	2	48	0.01	855	868.75	497.7	0.960688539851
BT20	drugA	1	2	48	0.03162	811	868.75	497.7	0.835937200801
BT20	drugA	1	2	48	0.1	692	868.75	497.7	0.506978941657
BT20	drugA	1	2	48	0.3162	576	868.75	497.7	0.199380167522
BT20	drugA	1	2	48	1	509	868.75	497.7	0.0283290426475
BT20	drugA	1	2	48	3.162	509	868.75	497.7	0.0283290426475
BT20	drugA	1	2	48	10	554	868.75	497.7	0.142647744493
BT20	drugB	1	2	48	0.001	805	868.75	497.7	0.819051466578
BT20	drugB	1	2	48	0.003162	881	868.75	497.7	1.03515127904
BT20	drugB	1	2	48	0.01	927	868.75	497.7	1.16820573308
BT20	drugB	1	2	48	0.03162	914	868.75	497.7	1.1304361676
BT20	drugB	1	2	48	0.1	878	868.75	497.7	1.02653169474
BT20	drugB	1	2	48	0.3162	892	868.75	497.7	1.06681765592
BT20	drugB	1	2	48	1	818	868.75	497.7	0.855675820248
BT20	drugB	1	2	48	3.162	856	868.75	497.7	0.963542379934
BT20	drugB	1	2	48	10	880	868.75	497.7	1.03227728629
BT20	drugC	1	2	48	0.001	897	868.75	497.7	1.08124310253
BT20	drugC	1	2	48	0.003162	882	868.75	497.7	1.03802606885
BT20	drugC	1	2	48	0.01	872	868.75	497.7	1.00931412107
BT20	drugC	1	2	48	0.03162	844	868.75	497.7	0.92935026912
BT20	drugC	1	2	48	0.1	733	868.75	497.7	0.618870267783
BT20	drugC	1	2	48	0.3162	601	868.75	497.7	0.264493709966
BT20	drugC	1	2	48	1	339	868.75	497.7	-0.379858718263
BT20	drugC	1	2	48	3.162	203	868.75	497.7	-0.672372408421
BT20	drugC	1	2	48	10	150	868.75	497.7	-0.775160040806
BT20	drugD	1	2	48	0.001	865	868.75	497.7	0.989263511536
BT20	drugD	1	2	48	0.003162	849	868.75	497.7	0.943582646251
BT20	drugD	1	2	48	0.01	743	868.75	497.7	0.646396948277
BT20	drugD	1	2	48	0.03162	581	868.75	497.7	0.212348637723
BT20	drugD	1	2	48	0.1	534	868.75	497.7	0.0915477831118
BT20	drugD	1	2	48	0.3162	503	868.75	497.7	0.013267722793
BT20	drugD	1	2	48	1	498	868.75	497.7	0.000750085377684
BT20	drugD	1	2	48	3.162	443	868.75	497.7	-0.134866121651
BT20	drugD	1	2	48	10	478	868.75	497.7	-0.049011433207
BT20	drugA	1	3	48	0.001	814	876.0	497.7	0.827869493543
BT20	drugA	1	3	48	0.003162	941	876.0	497.7	1.18343933349
BT20	drugA	1	3	48	0.01	854	876.0	497.7	0.938595534361
BT20	drugA	1	3	48	0.03162	781	876.0	497.7	0.737439393862
BT20	drugA	1	3	48	0.1	706	876.0	497.7	0.535160019544
BT20	drugA	1	3	48	0.3162	543	876.0	497.7	0.112711601629
BT20	drugA	1	3	48	1	512	876.0	497.7	0.0353394424957
BT20	drugA	1	3	48	3.162	525	876.0	497.7	0.0676605469748
BT20	drugA	1	3	48	10	528	876.0	497.7	0.0751451514962
BT20	drugB	1	3	48	0.001	897	876.0	497.7	1.05893953375
BT20	drugB	1	3	48	0.003162	851	876.0	497.7	0.930249661372
BT20	drugB	1	3	48	0.01	952	876.0	497.7	1.21477288082
BT20	drugB	1	3	48	0.03162	850	876.0	497.7	0.927469179897
BT20	drugB	1	3	48	0.1	876	876.0	497.7	1.0
BT20	drugB	1	3	48	0.3162	812	876.0	497.7	0.822364917549
BT20	drugB	1	3	48	1	855	876.0	497.7	0.94137896598
BT20	drugB	1	3	48	3.162	908	876.0	497.7	1.08993778109
BT20	drugB	1	3	48	10	924	876.0	497.7	1.13517764697
BT20	drugC	1	3	48	0.001	786	876.0	497.7	0.751086355536
BT20	drugC	1	3	48	0.003162	808	876.0	497.7	0.811364961616
BT20	drugC	1	3	48	0.01	821	876.0	497.7	0.84715954989
BT20	drugC	1	3	48	0.03162	890	876.0	497.7	1.03925799589
BT20	drugC	1	3	48	0.1	776	876.0	497.7	0.723812164127
BT20	drugC	1	3	48	0.3162	608	876.0	497.7	0.278157200922
BT20	drugC	1	3	48	1	351	876.0	497.7	-0.348277397112
BT20	drugC	1	3	48	3.162	198	876.0	497.7	-0.676982937159
BT20	drugC	1	3	48	10	153	876.0	497.7	-0.764525116421
BT20	drugD	1	3	48	0.001	925	876.0	497.7	1.13801105364
BT20	drugD	1	3	48	0.003162	898	876.0	497.7	1.06175402313
BT20	drugD	1	3	48	0.01	710	876.0	497.7	0.545830409188
BT20	drugD	1	3	48	0.03162	624	876.0	497.7	0.319516712018
BT20	drugD	1	3	48	0.1	516	876.0	497.7	0.0452648658505
BT20	drugD	1	3	48	0.3162	500	876.0	497.7	0.00566866037274
BT20	drugD	1	3	48	1	502	876.0	497.7	0.0106027239708
BT20	drugD	1	3	48	3.162	481	876.0	497.7	-0.0409805883068
BT20	drugD	1	3	48	10	456	876.0	497.7	-0.101727270389
BT20	drugA	1	1	72	0.001	1216	1126.75	497.7	1.13360509071
BT20	drugA	1	1	72	0.003162	1025	1126.75	497.7	0.845701465402
BT20	drugA	1	1	72	0.01	1040	1126.75	497.7	0.868589159565
BT20	drugA	1	1	72	0.03162	994	1126.75	497.7	0.7982380573
BT20	drugA	1	1	72	0.1	850	1126.75	497.7	0.574671419465
BT20	drugA	1	1	72	0.3162	620	1126.75	497.7	0.204894007786
BT20	drugA	1	1	72	1	577	1126.75	497.7	0.133621861445
BT20	drugA	1	1	72	3.162	491	1126.75	497.7	-0.011431559728
BT20	drugA	1	1	72	10	536	1126.75	497.7	0.0649103597385
BT20	drugB	1	1	72	0.001	1074	1126.75	497.7	0.920284014005
BT20	drugB	1	1	72	0.003162	1192	1126.75	497.7	1.09782848509
BT20	drugB	1	1	72	0.01	1097	1126.75	497.7	0.955113060902
BT20	drugB	1	1	72	0.03162	1242	1126.75	497.7	1.17224245338
BT20	drugB	1	1	72	0.1	1077	1126.75	497.7	0.924833300971
BT20	drugB	1	1	72	0.3162	1077	1126.75	497.7	0.924833300971
BT20	drugB	1	1	72	1	1115	1126.75	497.7	0.982293290589
BT20	drugB	1	1	72	3.162	1092	1126.75	497.7	0.947551030106
BT20	drugB	1	1	72	10	1051	1126.75	497.7	0.885341629672
BT20	drugC	1	1	72	0.001	1182	1126.75	497.7	1.08288941091
BT20	drugC	1	1	72	0.003162	1057	1126.75	497.7	0.894468118533
BT20	drugC	1	1	72	0.01	1082	1126.75	497.7	0.932411178124
BT20	drugC	1	1	72	0.03162	1087	1126.75	497.7	0.939983745128
BT20	drugC	1	1	72	0.1	953	1126.75	497.7	0.735116752041
BT20	drugC	1	1	72	0.3162	768	1126.75	497.7	0.444825856761
BT20	drugC	1	1	72	1	415	1126.75	497.7	-0.142859463127
BT20	drugC	1	1	72	3.162	175	1126.75	497.7	-0.58797026514
BT20	drugC	1	1	72	10	104	1126.75	497.7	-0.735023544752
BT20	drugD	1	1	72	0.001	1196	1126.75	497.7	1.10379878462
BT20	drugD	1	1	72	0.003162	1112	1126.75	497.7	0.977767902567
BT20	drugD	1	1	72	0.01	954	1126.75	497.7	0.736661131672
BT20	drugD	1	1	72	0.03162	808	1126.75	497.7	0.508414796215
BT20	drugD	1	1	72	0.1	631	1126.75	497.7	0.223004147195
BT20	drugD	1	1	72	0.3162	516	1126.75	497.7	0.0311057169261
BT20	drugD	1	1	72	1	462	1126.75	497.7	-0.0611895246852
BT20	drugD	1	1	72	3.162	449	1126.75	497.7	-0.083647373483
BT20	drugD	1	1	72	10	516	1126.75	497.7	0.0311057169261
BT20	drugA	1	2	72	0.001	1046	1138.5	497.7	0.862955876688
BT20	drugA	1	2	72	0.003162	1139	1138.5	497.7	1.00073574108
BT20	drugA	1	2	72	0.01	1089	1138.5	497.7	0.926897554619
BT20	drugA	1	2	72	0.03162	1041	1138.5	497.7	0.855493396636
BT20	drugA	1	2	72	0.1	728	1138.5	497.7	0.375158907376
BT20	drugA	1	2	72	0.3162	583	1138.5	497.7	0.141691501874
BT20	drugA	1	2	72	1	526	1138.5	497.7	0.0474161608925
BT20	drugA	1	2	72	3.162	510	1138.5	497.7	0.0206608042566
BT20	drugA	1	2	72	10	491	1138.5	497.7	-0.0112890510059
BT20	drugB	1	2	72	0.001	1060	1138.5	497.7	0.883820129017
BT20	drugB	1	2	72	0.003162	1116	1138.5	497.7	0.966836951302
BT20	drugB	1	2	72	0.01	1121	1138.5	497.7	0.974215823788
BT20	drugB	1	2	72	0.03162	1031	1138.5	497.7	0.840550941998
BT20	drugB	1	2	72	0.1	1217	1138.5	497.7	1.11488565785
BT20	drugB	1	2	72	0.3162	1022	1138.5	497.7	0.827082608995
BT20	drugB	1	2	72	1	1111	1138.5	497.7	0.959452710338
BT20	drugB	1	2	72	3.162	1206	1138.5	497.7	1.09886124497
BT20	drugB	1	2	72	10	1118	1138.5	497.7	0.96978914295
BT20	drugC	1	2	72	0.001	1102	1138.5	497.7	0.946147458187
BT20	drugC	1	2	72	0.003162	1135	1138.5	497.7	0.994848342242
BT20	drugC	1	2	72	0.01	1136	1138.5	497.7	0.996320507262
BT20	drugC	1	2	72	0.03162	1147	1138.5	497.7	1.01250048647
BT20	drugC	1	2	72	0.1	1035	1138.5	497.7	0.846530734483
BT20	drugC	1	2	72	0.3162	732	1138.5	497.7	0.381485381087
BT20	drugC	1	2	72	1	402	1138.5	497.7	-0.163794432698
BT20	drugC	1	2	72	3.162	183	1138.5	497.7	-0.567468188501
BT20	drugC	1	2	72	10	102	1138.5	497.7	-0.734921513011
BT20	drugD	1	2	72	0.001	1108	1138.5	497.7	0.955019577214
BT20	drugD	1	2	72	0.003162	1108	1138.5	497.7	0.955019577214
BT20	drugD	1	2	72	0.01	974	1138.5	497.7	0.754921161567
BT20	drugD	1	2	72	0.03162	763	1138.5	497.7	0.430328016147
BT20	drugD	1	2	72	0.1	524	1138.5	497.7	0.0440790453356
BT20	drugD	1	2	72	0.3162	497	1138.5	497.7	-0.00117829360144
BT20	drugD	1	2	72	1	504	1138.5	497.7	0.0105925904323
BT20	drugD	1	2	72	3.162	525	1138.5	497.7	0.0457478610715
BT20	drugD	1	2	72	10	436	1138.5	497.7	-0.104945043002
BT20	drugA	1	3	72	0.001	1130	1143.0	497.7	0.981017757803
BT20	drugA	1	3	72	0.003162	1225	1143.0	497.7	1.11892609042
BT20	drugA	1	3	72	0.01	1066	1143.0	497.7	0.887027101945
BT20	drugA	1	3	72	0.03162	1015	1143.0	497.7	0.811455908994
BT20	drugA	1	3	72	0.1	803	1143.0	497.7	0.490042732082
BT20	drugA	1	3	72	0.3162	664	1143.0	497.7	0.271683923711
BT20	drugA	1	3	72	1	497	1143.0	497.7	-0.00117270627729
BT20	drugA	1	3	72	3.162	506	1143.0	497.7	0.0138841631617
BT20	drugA	1	3	72	10	512	1143.0	497.7	0.023897311514
BT20	drugB	1	3	72	0.001	1092	1143.0	497.7	0.925320939697
BT20	drugB	1	3	72	0.003162	1125	1143.0	497.7	0.973707242351
BT20	drugB	1	3	72	0.01	1187	1143.0	497.7	1.06398417026
BT20	drugB	1	3	72	0.03162	1190	1143.0	497.7	1.06833221239
BT20	drugB	1	3	72	0.1	1131	1143.0	497.7	0.982479214702
BT20	drugB	1	3	72	0.3162	1154	1143.0	497.7	1.01603386059
BT20	drugB	1	3	72	1	1200	1143.0	497.7	1.08281255327
BT20	drugB	1	3	72	3.162	1105	1143.0	497.7	0.944410843522
BT20	drugB	1	3	72	10	1081	1143.0	497.7	0.909138415553
BT20	drugC	1	3	72	0.001	1203	1143.0	497.7	1.08715273613
BT20	drugC	1	3	72	0.003162	1222	1143.0	497.7	1.11459898453
BT20	drugC	1	3	72	0.01	1068	1143.0	497.7	0.889978251744
BT20	drugC	1	3	72	0.03162	1200	1143.0	497.7	1.08281255327
BT20	drugC	1	3	72	0.1	1058	1143.0	497.7	0.875213273076
BT20	drugC	1	3	72	0.3162	810	1143.0	497.7	0.50086393147
BT20	drugC	1	3	72	1	416	1143.0	497.7	-0.138854668008
BT20	drugC	1	3	72	3.162	195	1143.0	497.7	-0.542130923243
BT20	drugC	1	3	72	10	108	1143.0	497.7	-0.720227055827
BT20	drugD	1	3	72	0.001	1156	1143.0	497.7	1.01894637105
BT20	drugD	1	3	72	0.003162	1112	1143.0	497.7	0.954674534481
BT20	drugD	1	3	72	0.01	983	1143.0	497.7	0.763717171898
BT20	drugD	1	3	72	0.03162	754	1143.0	497.7	0.413845510611
BT20	drugD	1	3	72	0.1	559	1143.0	497.7	0.101679152214
BT20	drugD	1	3	72	0.3162	490	1143.0	497.7	-0.0129149534305
BT20	drugD	1	3	72	1	440	1143.0	497.7	-0.0976297769165
BT20	drugD	1	3	72	3.162	506	1143.0	497.7	0.0138841631617
BT20	drugD	1	3	72	10	506	1143.0	497.7	0.0138841631617
