cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0	ctrl_tag	time0_tag	GRvalue
MCF7	drugB	1	1	72	10	213	495	152	c_15	t0_4	0.219068
MCF7	drugC	1	1	72	0.001	425	495	152	c_15	t0_4	0.828757
MCF7	drugC	1	1	72	0.003162	416	495	152	c_15	t0_4	0.805921
MCF7	drugC	1	1	72	0.01	471	495	152	c_15	t0_4	0.942488
MCF7	drugC	1	1	72	0.03162	481	495	152	c_15	t0_4	0.966595
MCF7	drugC	1	1	72	0.1	508	495	152	c_15	t0_4	1.03067
MCF7	drugC	1	1	72	0.3162	469	495	152	c_15	t0_4	0.937641
MCF7	drugC	1	1	72	1	390	495	152	c_15	t0_4	0.738777
MCF7	drugC	1	1	72	3.162	326	495	152	c_15	t0_4	0.565099
MCF7	drugC	1	1	72	10	336	495	152	c_15	t0_4	0.593108
MCF7	drugD	1	1	72	0.001	505	495	152	c_15	t0_4	1.02362
MCF7	drugD	1	1	72	0.003162	439	495	152	c_15	t0_4	0.863886
MCF7	drugD	1	1	72	0.01	487	495	152	c_15	t0_4	0.98096
MCF7	drugD	1	1	72	0.03162	540	495	152	c_15	t0_4	1.10482
MCF7	drugD	1	1	72	0.1	418	495	152	c_15	t0_4	0.811013
MCF7	drugD	1	1	72	0.3162	362	495	152	c_15	t0_4	0.664364
MCF7	drugD	1	1	72	1	380	495	152	c_15	t0_4	0.712462
MCF7	drugD	1	1	72	3.162	334	495	152	c_15	t0_4	0.587534
MCF7	drugD	1	1	72	10	360	495	152	c_15	t0_4	0.65896
MCF7	-	1	2	72	0	516	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	427	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	526	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	451	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	465	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	441	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	408	468	152	c_16	t0_4	NaN
MCF7	-	1	2	72	0	520	468	152	c_16	t0_4	NaN
MCF7	drugA	1	2	72	0.001	453	468	152	c_16	t0_4	0.960243
MCF7	drugA	1	2	72	0.003162	529	468	152	c_16	t0_4	1.15688
MCF7	drugA	1	2	72	0.01	420	468	152	c_16	t0_4	0.870955
MCF7	drugA	1	2	72	0.03162	451	468	152	c_16	t0_4	0.954905
MCF7	drugA	1	2	72	0.1	275	468	152	c_16	t0_4	0.441137
MCF7	drugA	1	2	72	0.3162	289	468	152	c_16	t0_4	0.485925
MCF7	drugA	1	2	72	1	256	468	152	c_16	t0_4	0.378926
MCF7	drugA	1	2	72	3.162	216	468	152	c_16	t0_4	0.24183
MCF7	drugA	1	2	72	10	225	468	152	c_16	t0_4	0.273472
MCF7	drugB	1	2	72	0.001	497	468	152	c_16	t0_4	1.0755
MCF7	drugB	1	2	72	0.003162	433	468	152	c_16	t0_4	0.90644
MCF7	drugB	1	2	72	0.01	461	468	152	c_16	t0_4	0.981509
MCF7	drugB	1	2	72	0.03162	401	468	152	c_16	t0_4	0.818325
MCF7	drugB	1	2	72	0.1	496	468	152	c_16	t0_4	1.07293
MCF7	drugB	1	2	72	0.3162	496	468	152	c_16	t0_4	1.07293
MCF7	drugB	1	2	72	1	433	468	152	c_16	t0_4	0.90644
MCF7	drugB	1	2	72	3.162	339	468	152	c_16	t0_4	0.639501
MCF7	drugB	1	2	72	10	275	468	152	c_16	t0_4	0.441137
MCF7	drugC	1	2	72	0.001	549	468	152	c_16	t0_4	1.20678
MCF7	drugC	1	2	72	0.003162	457	468	152	c_16	t0_4	0.970894
MCF7	drugC	1	2	72	0.01	503	468	152	c_16	t0_4	1.09091
MCF7	drugC	1	2	72	0.03162	493	468	152	c_16	t0_4	1.06519
MCF7	drugC	1	2	72	0.1	400	468	152	c_16	t0_4	0.815529
MCF7	drugC	1	2	72	0.3162	497	468	152	c_16	t0_4	1.0755
MCF7	drugC	1	2	72	1	357	468	152	c_16	t0_4	0.692623
MCF7	drugC	1	2	72	3.162	307	468	152	c_16	t0_4	0.542306
MCF7	drugC	1	2	72	10	295	468	152	c_16	t0_4	0.504865
MCF7	drugD	1	2	72	0.001	441	468	152	c_16	t0_4	0.928073
MCF7	drugD	1	2	72	0.003162	478	468	152	c_16	t0_4	1.02623
MCF7	drugD	1	2	72	0.01	427	468	152	c_16	t0_4	0.890114
MCF7	drugD	1	2	72	0.03162	491	468	152	c_16	t0_4	1.06002
MCF7	drugD	1	2	72	0.1	421	468	152	c_16	t0_4	0.873699
MCF7	drugD	1	2	72	0.3162	399	468	152	c_16	t0_4	0.81273
MCF7	drugD	1	2	72	1	308	468	152	c_16	t0_4	0.5454
MCF7	drugD	1	2	72	3.162	360	468	152	c_16	t0_4	0.701376
MCF7	drugD	1	2	72	10	376	468	152	c_16	t0_4	0.747593
BT20	-	0	NaN	0	0	278	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	260	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	237	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	355	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	241	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	244	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	166	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	256	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	228	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	272	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	375	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	345	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	241	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	235	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	250	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	166	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	329	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	341	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	296	NaN	257	c_16	t0_5	NaN
BT20	-	0	NaN	0	0	205	NaN	257	c_16	t0_5	NaN
BT20	-	0	1	48	0	489	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	460	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	467	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	410	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	380	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	433	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	469	447	257	c_17	t0_5	NaN
BT20	-	0	1	48	0	431	447	257	c_17	t0_5	NaN
BT20	drugA	0	1	48	0.001	435	447	257	c_17	t0_5	0.93299
BT20	drugA	0	1	48	0.003162	399	447	257	c_17	t0_5	0.734788
BT20	drugA	0	1	48	0.01	380	447	257	c_17	t0_5	0.631963
BT20	drugA	0	1	48	0.03162	486	447	257	c_17	t0_5	1.22088
BT20	drugA	0	1	48	0.1	380	447	257	c_17	t0_5	0.631963
BT20	drugA	0	1	48	0.3162	447	447	257	c_17	t0_5	1
BT20	drugA	0	1	48	1	397	447	257	c_17	t0_5	0.723905
BT20	drugA	0	1	48	3.162	464	447	257	c_17	t0_5	1.09571
BT20	drugA	0	1	48	10	362	447	257	c_17	t0_5	0.535738
BT20	drugB	0	1	48	0.001	439	447	257	c_17	t0_5	0.955275
BT20	drugB	0	1	48	0.003162	487	447	257	c_17	t0_5	1.22661
BT20	drugB	0	1	48	0.01	393	447	257	c_17	t0_5	0.70218
BT20	drugB	0	1	48	0.03162	440	447	257	c_17	t0_5	0.960855
BT20	drugB	0	1	48	0.1	424	447	257	c_17	t0_5	0.871972
BT20	drugB	0	1	48	0.3162	384	447	257	c_17	t0_5	0.653504
BT20	drugB	0	1	48	1	418	447	257	c_17	t0_5	0.838856
BT20	drugB	0	1	48	3.162	351	447	257	c_17	t0_5	0.477522
BT20	drugB	0	1	48	10	372	447	257	c_17	t0_5	0.589051
BT20	drugC	0	1	48	0.001	380	447	257	c_17	t0_5	0.631963
BT20	drugC	0	1	48	0.003162	495	447	257	c_17	t0_5	1.27251
BT20	drugC	0	1	48	0.01	414	447	257	c_17	t0_5	0.816846
BT20	drugC	0	1	48	0.03162	379	447	257	c_17	t0_5	0.626586
BT20	drugC	0	1	48	0.1	417	447	257	c_17	t0_5	0.833349
BT20	drugC	0	1	48	0.3162	381	447	257	c_17	t0_5	0.637343
BT20	drugC	0	1	48	1	352	447	257	c_17	t0_5	0.482796
BT20	drugC	0	1	48	3.162	355	447	257	c_17	t0_5	0.498639
BT20	drugC	0	1	48	10	380	447	257	c_17	t0_5	0.631963
BT20	drugD	0	1	48	0.001	424	447	257	c_17	t0_5	0.871972
BT20	drugD	0	1	48	0.003162	409	447	257	c_17	t0_5	0.789409
BT20	drugD	0	1	48	0.01	438	447	257	c_17	t0_5	0.949699
BT20	drugD	0	1	48	0.03162	384	447	257	c_17	t0_5	0.653504
BT20	drugD	0	1	48	0.1	322	447	257	c_17	t0_5	0.326271
BT20	drugD	0	1	48	0.3162	288	447	257	c_17	t0_5	0.153293
BT20	drugD	0	1	48	1	247	447	257	c_17	t0_5	-0.0484875
BT20	drugD	0	1	48	3.162	286	447	257	c_17	t0_5	0.143272
BT20	drugD	0	1	48	10	271	447	257	c_17	t0_5	0.0686834
BT20	-	0	2	48	0	480	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	529	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	421	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	551	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	397	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	454	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	411	443	257	c_18	t0_5	NaN
BT20	-	0	2	48	0	420	443	257	c_18	t0_5	NaN
BT20	drugA	0	2	48	0.001	493	443	257	c_18	t0_5	1.29167
BT20	drugA	0	2	48	0.003162	477	443	257	c_18	t0_5	1.19742
BT20	drugA	0	2	48	0.01	456	443	257	c_18	t0_5	1.07501
BT20	drugA	0	2	48	0.03162	458	443	257	c_18	t0_5	1.0866
BT20	drugA	0	2	48	0.1	546	443	257	c_18	t0_5	1.60979
BT20	drugA	0	2	48	0.3162	546	443	257	c_18	t0_5	1.60979
BT20	drugA	0	2	48	1	455	443	257	c_18	t0_5	1.06922
BT20	drugA	0	2	48	3.162	403	443	257	c_18	t0_5	0.773009
BT20	drugA	0	2	48	10	363	443	257	c_18	t0_5	0.552094
BT20	drugB	0	2	48	0.001	446	443	257	c_18	t0_5	1.01726
BT20	drugB	0	2	48	0.003162	466	443	257	c_18	t0_5	1.13311
BT20	drugB	0	2	48	0.01	449	443	257	c_18	t0_5	1.03455
BT20	drugB	0	2	48	0.03162	549	443	257	c_18	t0_5	1.62806
BT20	drugB	0	2	48	0.1	496	443	257	c_18	t0_5	1.30944
BT20	drugB	0	2	48	0.3162	417	443	257	c_18	t0_5	0.851787
BT20	drugB	0	2	48	1	467	443	257	c_18	t0_5	1.13894
BT20	drugB	0	2	48	3.162	390	443	257	c_18	t0_5	0.700523
BT20	drugB	0	2	48	10	414	443	257	c_18	t0_5	0.834844
BT20	drugC	0	2	48	0.001	470	443	257	c_18	t0_5	1.15645
BT20	drugC	0	2	48	0.003162	532	443	257	c_18	t0_5	1.5249
BT20	drugC	0	2	48	0.01	483	443	257	c_18	t0_5	1.23266
BT20	drugC	0	2	48	0.03162	429	443	257	c_18	t0_5	0.919889
BT20	drugC	0	2	48	0.1	365	443	257	c_18	t0_5	0.562989
BT20	drugC	0	2	48	0.3162	402	443	257	c_18	t0_5	0.76741
BT20	drugC	0	2	48	1	320	443	257	c_18	t0_5	0.321941
BT20	drugC	0	2	48	3.162	388	443	257	c_18	t0_5	0.68943
BT20	drugC	0	2	48	10	361	443	257	c_18	t0_5	0.541216
BT20	drugD	0	2	48	0.001	499	443	257	c_18	t0_5	1.32724
BT20	drugD	0	2	48	0.003162	522	443	257	c_18	t0_5	1.46464
BT20	drugD	0	2	48	0.01	515	443	257	c_18	t0_5	1.42264
BT20	drugD	0	2	48	0.03162	353	443	257	c_18	t0_5	0.49787
BT20	drugD	0	2	48	0.1	297	443	257	c_18	t0_5	0.202195
BT20	drugD	0	2	48	0.3162	243	443	257	c_18	t0_5	-0.0688243
BT20	drugD	0	2	48	1	325	443	257	c_18	t0_5	0.348292
BT20	drugD	0	2	48	3.162	313	443	257	c_18	t0_5	0.28524
BT20	drugD	0	2	48	10	301	443	257	c_18	t0_5	0.222844
BT20	-	0	3	48	0	467	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	486	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	474	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	414	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	455	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	536	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	497	476	257	c_19	t0_5	NaN
BT20	-	0	3	48	0	479	476	257	c_19	t0_5	NaN
BT20	drugA	0	3	48	0.001	459	476	257	c_19	t0_5	0.919851
BT20	drugA	0	3	48	0.003162	382	476	257	c_19	t0_5	0.561638
BT20	drugA	0	3	48	0.01	496	476	257	c_19	t0_5	1.09475
BT20	drugA	0	3	48	0.03162	523	476	257	c_19	t0_5	1.22342
BT20	drugA	0	3	48	0.1	492	476	257	c_19	t0_5	1.07576
BT20	drugA	0	3	48	0.3162	415	476	257	c_19	t0_5	0.714152
BT20	drugA	0	3	48	1	447	476	257	c_19	t0_5	0.863497
BT20	drugA	0	3	48	3.162	483	476	257	c_19	t0_5	1.03311
BT20	drugA	0	3	48	10	422	476	257	c_19	t0_5	0.746702
BT20	drugB	0	3	48	0.001	501	476	257	c_19	t0_5	1.11851
BT20	drugB	0	3	48	0.003162	481	476	257	c_19	t0_5	1.02364
BT20	drugB	0	3	48	0.01	494	476	257	c_19	t0_5	1.08525
BT20	drugB	0	3	48	0.03162	415	476	257	c_19	t0_5	0.714152
BT20	drugB	0	3	48	0.1	526	476	257	c_19	t0_5	1.23776
BT20	drugB	0	3	48	0.3162	405	476	257	c_19	t0_5	0.66777
BT20	drugB	0	3	48	1	373	476	257	c_19	t0_5	0.520321
BT20	drugB	0	3	48	3.162	399	476	257	c_19	t0_5	0.640009
BT20	drugB	0	3	48	10	408	476	257	c_19	t0_5	0.681669
BT20	drugC	0	3	48	0.001	454	476	257	c_19	t0_5	0.896347
BT20	drugC	0	3	48	0.003162	443	476	257	c_19	t0_5	0.844754
BT20	drugC	0	3	48	0.01	436	476	257	c_19	t0_5	0.812004
BT20	drugC	0	3	48	0.03162	414	476	257	c_19	t0_5	0.709507
BT20	drugC	0	3	48	0.1	379	476	257	c_19	t0_5	0.547852
BT20	drugC	0	3	48	0.3162	367	476	257	c_19	t0_5	0.492846
BT20	drugC	0	3	48	1	418	476	257	c_19	t0_5	0.728093
BT20	drugC	0	3	48	3.162	343	476	257	c_19	t0_5	0.383512
BT20	drugC	0	3	48	10	314	476	257	c_19	t0_5	0.252673
BT20	drugD	0	3	48	0.001	403	476	257	c_19	t0_5	0.65851
BT20	drugD	0	3	48	0.003162	381	476	257	c_19	t0_5	0.557041
BT20	drugD	0	3	48	0.01	466	476	257	c_19	t0_5	0.95281
BT20	drugD	0	3	48	0.03162	430	476	257	c_19	t0_5	0.783985
BT20	drugD	0	3	48	0.1	314	476	257	c_19	t0_5	0.252673
BT20	drugD	0	3	48	0.3162	325	476	257	c_19	t0_5	0.302131
BT20	drugD	0	3	48	1	307	476	257	c_19	t0_5	0.221311
BT20	drugD	0	3	48	3.162	278	476	257	c_19	t0_5	0.0923517
BT20	drugD	0	3	48	10	275	476	257	c_19	t0_5	0.0791037
BT20	-	0	1	72	0	585	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	658	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	615	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	667	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	547	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	556	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	562	581	257	c_20	t0_5	NaN
BT20	-	0	1	72	0	565	581	257	c_20	t0_5	NaN
BT20	drugA	0	1	72	0.001	588	581	257	c_20	t0_5	1.02046
BT20	drugA	0	1	72	0.003162	540	581	257	c_20	t0_5	0.879411
BT20	drugA	0	1	72	0.01	582	581	257	c_20	t0_5	1.00292
BT20	drugA	0	1	72	0.03162	639	581	257	c_20	t0_5	1.16844
BT20	drugA	0	1	72	0.1	576	581	257	c_20	t0_5	0.985364
BT20	drugA	0	1	72	0.3162	526	581	257	c_20	t0_5	0.837924
BT20	drugA	0	1	72	1	638	581	257	c_20	t0_5	1.16555
BT20	drugA	0	1	72	3.162	584	581	257	c_20	t0_5	1.00877
BT20	drugA	0	1	72	10	473	581	257	c_20	t0_5	0.679313
BT20	drugB	0	1	72	0.001	508	581	257	c_20	t0_5	0.784338
BT20	drugB	0	1	72	0.003162	634	581	257	c_20	t0_5	1.15401
BT20	drugB	0	1	72	0.01	601	581	257	c_20	t0_5	1.05836
BT20	drugB	0	1	72	0.03162	612	581	257	c_20	t0_5	1.09033
BT20	drugB	0	1	72	0.1	546	581	257	c_20	t0_5	0.897142
BT20	drugB	0	1	72	0.3162	544	581	257	c_20	t0_5	0.891235
BT20	drugB	0	1	72	1	552	581	257	c_20	t0_5	0.914844
BT20	drugB	0	1	72	3.162	536	581	257	c_20	t0_5	0.867574
BT20	drugB	0	1	72	10	421	581	257	c_20	t0_5	0.521074
BT20	drugC	0	1	72	0.001	533	581	257	c_20	t0_5	0.858688
BT20	drugC	0	1	72	0.003162	551	581	257	c_20	t0_5	0.911895
BT20	drugC	0	1	72	0.01	608	581	257	c_20	t0_5	1.07871
BT20	drugC	0	1	72	0.03162	586	581	257	c_20	t0_5	1.01462
BT20	drugC	0	1	72	0.1	454	581	257	c_20	t0_5	0.621813
BT20	drugC	0	1	72	0.3162	395	581	257	c_20	t0_5	0.440867
BT20	drugC	0	1	72	1	489	581	257	c_20	t0_5	0.727464
BT20	drugC	0	1	72	3.162	432	581	257	c_20	t0_5	0.554781
BT20	drugC	0	1	72	10	398	581	257	c_20	t0_5	0.450162
BT20	drugD	0	1	72	0.001	626	581	257	c_20	t0_5	1.13089
BT20	drugD	0	1	72	0.003162	590	581	257	c_20	t0_5	1.0263
BT20	drugD	0	1	72	0.01	589	581	257	c_20	t0_5	1.02338
BT20	drugD	0	1	72	0.03162	499	581	257	c_20	t0_5	0.757438
BT20	drugD	0	1	72	0.1	434	581	257	c_20	t0_5	0.560896
BT20	drugD	0	1	72	0.3162	309	581	257	c_20	t0_5	0.169511
BT20	drugD	0	1	72	1	254	581	257	c_20	t0_5	-0.00992839
BT20	drugD	0	1	72	3.162	330	581	257	c_20	t0_5	0.236717
BT20	drugD	0	1	72	10	280	581	257	c_20	t0_5	0.0755562
BT20	-	0	2	72	0	633	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	677	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	591	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	679	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	495	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	599	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	669	623	257	c_21	t0_5	NaN
BT20	-	0	2	72	0	567	623	257	c_21	t0_5	NaN
BT20	drugA	0	2	72	0.001	622	623	257	c_21	t0_5	0.997487
BT20	drugA	0	2	72	0.003162	689	623	257	c_21	t0_5	1.16403
BT20	drugA	0	2	72	0.01	578	623	257	c_21	t0_5	0.886001
BT20	drugA	0	2	72	0.03162	635	623	257	c_21	t0_5	1.03009
BT20	drugA	0	2	72	0.1	612	623	257	c_21	t0_5	0.972304
BT20	drugA	0	2	72	0.3162	621	623	257	c_21	t0_5	0.994972
BT20	drugA	0	2	72	1	640	623	257	c_21	t0_5	1.0426
BT20	drugA	0	2	72	3.162	522	623	257	c_21	t0_5	0.741394
BT20	drugA	0	2	72	10	501	623	257	c_21	t0_5	0.686311
BT20	drugB	0	2	72	0.001	494	623	257	c_21	t0_5	0.667839
BT20	drugB	0	2	72	0.003162	686	623	257	c_21	t0_5	1.15665
BT20	drugB	0	2	72	0.01	584	623	257	c_21	t0_5	0.901309
BT20	drugB	0	2	72	0.03162	564	623	257	c_21	t0_5	0.850146
BT20	drugB	0	2	72	0.1	563	623	257	c_21	t0_5	0.847578
BT20	drugB	0	2	72	0.3162	590	623	257	c_21	t0_5	0.916583
BT20	drugB	0	2	72	1	578	623	257	c_21	t0_5	0.886001
BT20	drugB	0	2	72	3.162	520	623	257	c_21	t0_5	0.736169
BT20	drugB	0	2	72	10	549	623	257	c_21	t0_5	0.811515
BT20	drugC	0	2	72	0.001	628	623	257	c_21	t0_5	1.01255
BT20	drugC	0	2	72	0.003162	711	623	257	c_21	t0_5	1.21793
BT20	drugC	0	2	72	0.01	556	623	257	c_21	t0_5	0.829571
BT20	drugC	0	2	72	0.03162	562	623	257	c_21	t0_5	0.845008
BT20	drugC	0	2	72	0.1	424	623	257	c_21	t0_5	0.479812
BT20	drugC	0	2	72	0.3162	427	623	257	c_21	t0_5	0.488002
BT20	drugC	0	2	72	1	471	623	257	c_21	t0_5	0.606739
BT20	drugC	0	2	72	3.162	437	623	257	c_21	t0_5	0.515212
BT20	drugC	0	2	72	10	452	623	257	c_21	t0_5	0.555776
BT20	drugD	0	2	72	0.001	611	623	257	c_21	t0_5	0.96978
BT20	drugD	0	2	72	0.003162	492	623	257	c_21	t0_5	0.662551
BT20	drugD	0	2	72	0.01	684	623	257	c_21	t0_5	1.15172
BT20	drugD	0	2	72	0.03162	456	623	257	c_21	t0_5	0.566543
BT20	drugD	0	2	72	0.1	363	623	257	c_21	t0_5	0.310387
BT20	drugD	0	2	72	0.3162	367	623	257	c_21	t0_5	0.321676
BT20	drugD	0	2	72	1	319	623	257	c_21	t0_5	0.184327
BT20	drugD	0	2	72	3.162	304	623	257	c_21	t0_5	0.140507
BT20	drugD	0	2	72	10	312	623	257	c_21	t0_5	0.163935
BT20	-	0	3	72	0	576	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	675	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	591	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	558	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	614	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	614	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	631	604	257	c_22	t0_5	NaN
BT20	-	0	3	72	0	597	604	257	c_22	t0_5	NaN
BT20	drugA	0	3	72	0.001	605	604	257	c_22	t0_5	1.00269
BT20	drugA	0	3	72	0.003162	624	604	257	c_22	t0_5	1.05355
BT20	drugA	0	3	72	0.01	626	604	257	c_22	t0_5	1.05889
BT20	drugA	0	3	72	0.03162	502	604	257	c_22	t0_5	0.721336
BT20	drugA	0	3	72	0.1	551	604	257	c_22	t0_5	0.856419
BT20	drugA	0	3	72	0.3162	555	604	257	c_22	t0_5	0.867344
BT20	drugA	0	3	72	1	616	604	257	c_22	t0_5	1.03217
BT20	drugA	0	3	72	3.162	545	604	257	c_22	t0_5	0.840004
BT20	drugA	0	3	72	10	533	604	257	c_22	t0_5	0.807071
BT20	drugB	0	3	72	0.001	538	604	257	c_22	t0_5	0.82081
BT20	drugB	0	3	72	0.003162	546	604	257	c_22	t0_5	0.842742
BT20	drugB	0	3	72	0.01	573	604	257	c_22	t0_5	0.916322
BT20	drugB	0	3	72	0.03162	705	604	257	c_22	t0_5	1.26726
BT20	drugB	0	3	72	0.1	666	604	257	c_22	t0_5	1.16498
BT20	drugB	0	3	72	0.3162	673	604	257	c_22	t0_5	1.18342
BT20	drugB	0	3	72	1	469	604	257	c_22	t0_5	0.628962
BT20	drugB	0	3	72	3.162	503	604	257	c_22	t0_5	0.724117
BT20	drugB	0	3	72	10	457	604	257	c_22	t0_5	0.595071
BT20	drugC	0	3	72	0.001	698	604	257	c_22	t0_5	1.24899
BT20	drugC	0	3	72	0.003162	533	604	257	c_22	t0_5	0.807071
BT20	drugC	0	3	72	0.01	492	604	257	c_22	t0_5	0.693469
BT20	drugC	0	3	72	0.03162	462	604	257	c_22	t0_5	0.609212
BT20	drugC	0	3	72	0.1	426	604	257	c_22	t0_5	0.506724
BT20	drugC	0	3	72	0.3162	426	604	257	c_22	t0_5	0.506724
BT20	drugC	0	3	72	1	389	604	257	c_22	t0_5	0.399667
BT20	drugC	0	3	72	3.162	366	604	257	c_22	t0_5	0.332153
BT20	drugC	0	3	72	10	439	604	257	c_22	t0_5	0.543916
BT20	drugD	0	3	72	0.001	529	604	257	c_22	t0_5	0.796063
BT20	drugD	0	3	72	0.003162	588	604	257	c_22	t0_5	0.956915
BT20	drugD	0	3	72	0.01	592	604	257	c_22	t0_5	0.967707
BT20	drugD	0	3	72	0.03162	453	604	257	c_22	t0_5	0.583736
BT20	drugD	0	3	72	0.1	453	604	257	c_22	t0_5	0.583736
BT20	drugD	0	3	72	0.3162	270	604	257	c_22	t0_5	0.04084
BT20	drugD	0	3	72	1	273	604	257	c_22	t0_5	0.0502114
BT20	drugD	0	3	72	3.162	306	604	257	c_22	t0_5	0.152066
BT20	drugD	0	3	72	10	296	604	257	c_22	t0_5	0.121431
BT20	-	1	NaN	0	0	238	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	263	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	273	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	237	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	262	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	297	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	255	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	326	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	277	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	332	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	303	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	282	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	299	NaN	241	c_22	t0_6	NaN
BT20	-	1	NaN	0	0	166	NaN	241	c_22	t0_6	NaN
BT20	-	1	1	48	0	361	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	310	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	380	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	416	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	447	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	390	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	319	370	241	c_23	t0_6	NaN
BT20	-	1	1	48	0	350	370	241	c_23	t0_6	NaN
